Cycle,Charge_Current,Discharge_Current,Temperature,Capacity_Increment,Relaxation_Voltage,Discharge_Capacity
387,0.5,1,25,"[0.0, 30.313120776470896, 60.93492448561773, 90.16392718454733, 117.45384744844478, 144.03671536186982, 171.0632385555212, 199.29766536979935, 231.7691067795592, 271.1760613680978, 317.59912020823873, 365.2092568482894, 410.77129013837094, 452.37585465540207, 489.93721702521253, 525.4417911368737, 558.9667057749743, 590.2062291346506, 620.6742762368092, 649.6193338439525, 677.5724394350182, 705.4272876070818, 732.230030274199, 759.6007927847697, 786.6439542976816, 814.072544758744, 841.7905062716791, 869.3362247910561, 896.9873484873876, 924.2781069321061, 951.8681856062212, 979.449233629608, 1007.4624365858087, 1035.7661912133835, 1063.6089435946978, 1090.7112091507347, 1117.4997857775645, 1143.41225790882, 1168.196522496221, 1192.38291173516, 1215.7344161368892, 1238.479010221028, 1260.6367080879745, 1282.452033920364, 1304.0856429792275, 1324.929843218234, 1345.9584136823103, 1366.49983187196, 1387.3763961723535, 1408.4841450954173]","[4.1874871, 4.1854787, 4.1839032, 4.182367299999999, 4.1812253, 4.1803198, 4.179296, 4.178232700000001, 4.1772876000000005, 4.1765394, 4.1757517, 4.175003500000001, 4.1741371, 4.173428100000001, 4.172798200000001, 4.1721287, 4.1715379, 4.170908, 4.1703959, 4.169569, 4.1689391, 4.1685843, 4.1679149, 4.1673636, 4.1667728, 4.1663399, 4.1659856, 4.1654339, 4.164882700000001, 4.1645284, 4.164016200000001, 4.163543700000001, 4.1631503, 4.162835100000001, 4.1622443, 4.1618900000000005, 4.1615353, 4.161181, 4.1608663, 4.1605115, 4.1599207, 4.159606, 4.1593304, 4.1590152, 4.1586609, 4.1583457, 4.1580305, 4.157558, 4.157243299999999, 4.1570067, 4.1564951, 4.1564159, 4.1561799, 4.155786, 4.1553135, 4.1551561, 4.1549196, 4.1544867, 4.1542897000000005, 4.1540141, 4.1538172, 4.1534233, 4.153186799999999, 4.1528721, 4.1526752, 4.15236, 4.1520844, 4.151927, 4.1515331, 4.1514149, 4.1511784, 4.150785, 4.1506667, 4.1504698, 4.1501546000000005, 4.1500363, 4.1497216, 4.1495638, 4.149288200000001, 4.1490912, 4.1488156, 4.1486979, 4.1484613, 4.1481462, 4.1480284, 4.1479101, 4.1474767, 4.1475558, 4.147162000000001, 4.1470828, 4.1467285, 4.1465712, 4.1464925, 4.1461773, 4.146058999999999, 4.1458621, 4.1457834, 4.1455474, 4.1453896, 4.145113899999999, 4.145113899999999, 4.144917, 4.1447201, 4.1445627, 4.1442475, 4.1441689, 4.1440115, 4.1438537, 4.143735899999999, 4.1433811, 4.1432633, 4.1431451, 4.1431055, 4.1429086, 4.1427116, 4.1424756, 4.1425152, 4.1422787, 4.1420426]",2070.1272119832347
388,0.5,1,25,"[0.0, 30.73102847613592, 61.56595568027302, 90.68860760209594, 118.32996074943412, 144.9070568401715, 171.5179626393941, 199.7505087222018, 232.40950188183785, 271.8215996084798, 317.82035542196184, 365.34081513691604, 410.253062507594, 451.1329154929663, 489.58943312504607, 525.3064783533713, 558.8841322390289, 590.4055192579816, 620.604852674346, 649.6018740886354, 677.3829979936863, 705.1381951901698, 731.9359861478179, 758.8731093337634, 785.7624900479165, 813.1087290488991, 840.4570983576847, 867.8928463852129, 895.0077590042887, 921.7900808023418, 948.9886069277924, 976.3513804127095, 1003.7265762975659, 1031.6288082731066, 1059.9096761229348, 1087.1424344370512, 1113.9572853130294, 1139.8753526665064, 1165.0220601010355, 1189.345916371989, 1213.0818427003555, 1236.043534891247, 1258.7230470585414, 1280.5112793681114, 1302.0304876841874, 1323.141721292785, 1344.18178792674, 1364.9931512144844, 1386.030525321189, 1405.032914810722]","[4.187053700000001, 4.1851239, 4.183784999999999, 4.1822886, 4.1812649, 4.1799259, 4.1790204, 4.1779571, 4.1770906000000005, 4.1762638, 4.1754365, 4.1746492, 4.1738615, 4.173152399999999, 4.172483000000001, 4.1718531, 4.1712232, 4.1705928, 4.1699233, 4.1693721, 4.1687422, 4.168111799999999, 4.167521499999999, 4.1671276, 4.1664972, 4.1661429, 4.1656704, 4.1651978, 4.1647649, 4.1640954, 4.163662, 4.163307700000001, 4.1627955000000005, 4.1624808, 4.1621261, 4.1615353, 4.1608663, 4.1606693, 4.1602755, 4.1598816, 4.1595664, 4.1590939, 4.1588182, 4.158464, 4.1583061, 4.1577945, 4.157479299999999, 4.1570854, 4.1567707, 4.1564951, 4.155983, 4.1558647, 4.1555495, 4.1551952000000005, 4.154801399999999, 4.1546044, 4.1544867, 4.1540928, 4.1536593, 4.1534233, 4.1533837, 4.1529508, 4.1527143, 4.15236, 4.1520844, 4.1519661, 4.1514935, 4.1514544, 4.1511393, 4.1509423, 4.1506667, 4.1503911, 4.1501155, 4.149760700000001, 4.1496429, 4.149446, 4.1491704, 4.149012600000001, 4.1487765, 4.1486187, 4.148304, 4.1481857, 4.1478314, 4.1477523000000005, 4.1474376, 4.1473193, 4.1471224, 4.146886299999999, 4.1467285, 4.1464925, 4.1463742, 4.1462169, 4.1459804, 4.1456652, 4.1454682, 4.1453896, 4.145310899999999, 4.1449957, 4.1448779, 4.1447201, 4.1445627, 4.144405399999999, 4.1441689, 4.1440115, 4.143735899999999, 4.1436176, 4.1433024, 4.1433811, 4.1431451, 4.1430664, 4.142790799999999, 4.1427512, 4.1425543, 4.142436, 4.1423573, 4.1421213, 4.1418848, 4.1416879, 4.1415696]",2068.418435238852
389,0.5,1,25,"[0.0, 30.506770016560154, 61.38621468967557, 90.08117078543324, 117.827291007454, 144.6164710182527, 171.31968216661244, 199.39979567484, 231.6667849929775, 270.727690462967, 316.7309666040722, 364.06423609899883, 409.1694115773135, 450.4340035446708, 488.43737186104914, 524.5224784026659, 557.8103886223087, 589.5560376513263, 619.8427542592633, 648.6534241155955, 676.8189467118152, 704.1707024958441, 731.0927339787515, 758.0527867159581, 784.568903601124, 811.9137507530145, 838.7646909345444, 865.6129966402195, 893.2711662803304, 920.5429681290007, 948.0201320536714, 975.8960656428485, 1003.9268322270084, 1032.4607759348214, 1060.1151184730904, 1087.8319452155665, 1114.8942214053982, 1140.8280848961454, 1165.811842230538, 1190.4862369061373, 1213.7651163579376, 1236.8962908232795, 1259.3819291456537, 1281.2295900187034, 1302.272043138907, 1323.5697416389332, 1344.4503924188652, 1365.2003991519935, 1386.0952781985234, 1405.0208462588153]","[4.1876049, 4.1853995, 4.183981899999999, 4.182722099999999, 4.1815405, 4.1803985, 4.179493, 4.178468700000001, 4.1776419, 4.1767755, 4.175909, 4.1751609, 4.1745701, 4.1737432, 4.1731133, 4.172286, 4.171774399999999, 4.1711049, 4.1705141, 4.170001999999999, 4.169332499999999, 4.1688995, 4.1683483, 4.1677179, 4.1671276, 4.1667728, 4.1663399, 4.16571, 4.1653161, 4.164804, 4.1643314, 4.1638985, 4.1634259, 4.1630712, 4.1627169, 4.162362600000001, 4.1618114, 4.1614962, 4.1611023000000005, 4.1607084, 4.1603932, 4.1599603, 4.1596451, 4.1593304, 4.1589756, 4.1585426, 4.158267, 4.157951799999999, 4.1576762, 4.1572824, 4.1569676, 4.1566525, 4.1564159, 4.1559434, 4.1558647, 4.1554317, 4.1551952000000005, 4.1549592, 4.1545258, 4.1543684, 4.1539745, 4.1536989, 4.1535416, 4.1533446000000005, 4.1529899, 4.1526356, 4.1525965, 4.1523995000000005, 4.1519661, 4.1518478, 4.1515722, 4.1512575, 4.1509814, 4.1508241, 4.1505485, 4.1504698, 4.1501942000000005, 4.149957700000001, 4.1496429, 4.149485100000001, 4.1491704, 4.149012600000001, 4.148855200000001, 4.1486187, 4.1484218, 4.1482248, 4.1479101, 4.1479101, 4.1475558, 4.1472797, 4.1471224, 4.146965, 4.1468072, 4.1465712, 4.1464138, 4.1462955, 4.146058999999999, 4.1458621, 4.1457834, 4.145626099999999, 4.1453896, 4.145429099999999, 4.1452322, 4.144917, 4.1447201, 4.1444445, 4.144405399999999, 4.144129799999999, 4.1439719, 4.1438537, 4.143696299999999, 4.1435781, 4.1433811, 4.1432238, 4.1431055, 4.142790799999999, 4.1428299, 4.1427116, 4.1423573]",2069.744712757976
390,0.5,1,25,"[0.0, 30.341555671068477, 61.220252057142375, 90.57325551417438, 117.6793951080461, 144.3112179193164, 170.9982236375938, 199.17507092414075, 231.25331039715712, 269.78550433508354, 314.9830501577862, 361.6087763523363, 406.91693303916026, 448.31131919847115, 486.97306320153285, 523.0203119051807, 556.166969000147, 588.1459703368814, 618.344380203067, 647.5063787586093, 675.9157985851389, 703.3984439038234, 730.5455942021847, 757.9027432163916, 785.0033117281378, 812.1047103764427, 839.4888886658616, 866.5547517324771, 894.1140011732498, 921.384957882291, 948.7211683218982, 976.4888135736046, 1004.387919873702, 1032.3624404359146, 1060.189872214191, 1087.7460052472102, 1113.8039856380722, 1139.514946065473, 1164.5007284818892, 1188.865191940471, 1212.6224135489542, 1235.5550849478975, 1257.8473611161392, 1279.8405503987838, 1301.375253131208, 1322.750950578526, 1343.4946591731334, 1364.689703796818, 1385.5418448371825, 1405.0076961288787]","[4.1876445, 4.1857147, 4.1842971, 4.183036799999999, 4.181737399999999, 4.1806741, 4.1797686, 4.1787443, 4.1779962, 4.177012, 4.1762638, 4.1755152, 4.1746492, 4.1740975, 4.173428100000001, 4.1727195, 4.1719713, 4.1714988, 4.170711, 4.1701989, 4.169726399999999, 4.1689782, 4.1686635, 4.168111799999999, 4.167639299999999, 4.1671667, 4.1666155, 4.1661429, 4.1656308, 4.1651583, 4.1650009, 4.1642919, 4.1638985, 4.1633468, 4.1630712, 4.1626773, 4.1622047, 4.1620474000000005, 4.1614962, 4.1612206, 4.160748, 4.1605115, 4.1600785, 4.159724199999999, 4.159408999999999, 4.1590939, 4.1587396, 4.158267, 4.1580305, 4.1577549, 4.157243299999999, 4.157125, 4.156691599999999, 4.156376799999999, 4.1561012, 4.155786, 4.1554708, 4.1552739, 4.1550379, 4.1547227, 4.1545258, 4.1542501000000005, 4.1538959, 4.1536593, 4.1535807, 4.1531081, 4.1528721, 4.1524782, 4.1523995000000005, 4.1520844, 4.1518478, 4.1518478, 4.1513753, 4.1510997000000005, 4.1509027000000005, 4.1508636, 4.1503911, 4.1501155, 4.1501546000000005, 4.149760700000001, 4.149485100000001, 4.149524700000001, 4.1491308, 4.1489339, 4.1488156, 4.148579600000001, 4.1484218, 4.1481857, 4.1481462, 4.1476736, 4.1475163, 4.147398, 4.1472406, 4.1471224, 4.1467285, 4.1465712, 4.1465316, 4.1463742, 4.146058999999999, 4.1459017, 4.1457443, 4.1454682, 4.145429099999999, 4.1453505, 4.1450748, 4.1449566, 4.1448779, 4.144680999999999, 4.144365799999999, 4.1441689, 4.1440902, 4.1438932, 4.1438146, 4.1436176, 4.1435781, 4.1433024, 4.1431451, 4.1430664, 4.1428695]",2069.091862923855
391,0.5,1,25,"[0.0, 29.229505622373097, 59.832015764394896, 89.11399534798721, 116.63507207433025, 143.37036844722473, 170.2374796325047, 198.51772530581258, 230.4333391644376, 269.4226788198114, 314.3553701976248, 362.023373208886, 406.4424005839745, 448.0369864112679, 486.41180041592474, 522.2473441177757, 555.7585230189176, 587.400428187819, 617.6406126825754, 646.6713541072519, 674.7973853911683, 702.1900130659104, 729.1590021182706, 756.8195434268132, 783.3480242113151, 810.412270022003, 837.7464061943488, 865.3125830261588, 892.3405106084101, 920.0278658126849, 947.6654205920213, 975.2138143121913, 1003.3371434071184, 1031.279614683424, 1059.0389868795187, 1085.7025853793211, 1112.54905218214, 1138.9091009753663, 1163.866618677764, 1188.3606125839456, 1211.8008777049436, 1235.0020383126068, 1257.2187038257798, 1279.089971573045, 1300.1489536676668, 1321.257230725557, 1342.1313530547675, 1363.0586705009302, 1383.6695919867834, 1405.1085974506295]","[4.1874080000000005, 4.1855574, 4.1839428, 4.1826038, 4.1813831, 4.1803985, 4.1794138, 4.178587, 4.177523600000001, 4.1767755, 4.175909, 4.1752791, 4.1745701, 4.173625, 4.1731133, 4.1724439, 4.1718531, 4.1711836, 4.1705928, 4.1698842, 4.1693721, 4.1687026, 4.1683087, 4.1677575, 4.1671667, 4.1668124, 4.1661429, 4.1656704, 4.1652374, 4.164882700000001, 4.1642919, 4.1638589, 4.163465, 4.163110700000001, 4.1625595, 4.1622443, 4.1618114, 4.161417500000001, 4.1611023000000005, 4.1607084, 4.1603932, 4.1599998, 4.1598029, 4.1592908, 4.158936499999999, 4.1585426, 4.158148799999999, 4.1579127, 4.157558, 4.1571641, 4.1569676, 4.1566525, 4.156376799999999, 4.1561012, 4.1557074, 4.1554317, 4.1551166, 4.1549196, 4.1546836, 4.1544075, 4.1539745, 4.1536989, 4.1534624, 4.153069, 4.1531477, 4.1526356, 4.1525173, 4.1520844, 4.1518874, 4.1516509, 4.1514149, 4.1512966, 4.1510606, 4.1506667, 4.1504698, 4.1501546000000005, 4.1500363, 4.1498394, 4.1496034, 4.1493278, 4.1490912, 4.149012600000001, 4.1486979, 4.1486187, 4.1482644, 4.148067500000001, 4.1479101, 4.147634500000001, 4.1475163, 4.1472406, 4.147162000000001, 4.1468468000000005, 4.1467285, 4.1464925, 4.146334599999999, 4.146256, 4.1460199, 4.1458621, 4.1455474, 4.145429099999999, 4.1453505, 4.1451535, 4.1450748, 4.1447992, 4.144680999999999, 4.144405399999999, 4.1442475, 4.144129799999999, 4.1438537, 4.1438146, 4.143696299999999, 4.1434207, 4.1433024, 4.1431451, 4.1429877, 4.1428695, 4.1427116, 4.1425939, 4.1425939]",2067.619621270889
392,0.5,1,25,"[0.0, 28.349465479472713, 59.16625946447135, 88.5825147439889, 116.34147323200244, 142.74722094300063, 169.40709034282088, 197.318632897719, 229.51614641254457, 268.33066798340667, 314.12723995096553, 361.3696920508987, 405.59061765841625, 447.4162829322413, 485.6218179732548, 521.12643228438, 554.9128403671086, 586.9521999377378, 616.8152183281017, 645.9244490089392, 673.4908249560967, 701.5034719652825, 728.2400595490976, 755.3256338772892, 782.2752457742777, 809.8043614041367, 836.8336235082982, 863.9587757964227, 891.1922062631045, 918.7063587181674, 946.0494208949831, 973.5191381281027, 1001.9888106700639, 1030.06180470559, 1057.896984317967, 1085.2916107508825, 1112.1972274179775, 1138.1834067684158, 1163.1756998474193, 1187.7339708386696, 1211.0299491296987, 1234.162091344593, 1256.1378730319577, 1278.3505968812342, 1299.722665749608, 1320.511605249748, 1341.6628437482523, 1362.26326772338, 1383.2945157512972, 1401.7012522087266]","[4.1870146, 4.1852031, 4.1834702, 4.1823282, 4.1811075, 4.1799259, 4.178941200000001, 4.1779962, 4.1770906000000005, 4.1764212, 4.1753974000000005, 4.1746492, 4.1740975, 4.173152399999999, 4.1725225, 4.171774399999999, 4.1712623, 4.1706324, 4.1699629, 4.1692538, 4.168781299999999, 4.168151399999999, 4.1676788, 4.1670489, 4.166536799999999, 4.1659856, 4.1655917, 4.1651978, 4.1644497000000005, 4.1640954, 4.163543700000001, 4.163268100000001, 4.1627564, 4.162323000000001, 4.1618505, 4.1614566, 4.1610627, 4.1607084, 4.1603146, 4.1598816, 4.1596451, 4.1592908, 4.158936499999999, 4.1585822, 4.1581097, 4.1577945, 4.1575189, 4.157125, 4.1568494, 4.1564159, 4.1561012, 4.1558647, 4.1556287, 4.1551561, 4.15488, 4.1546836, 4.1544075, 4.154131899999999, 4.153856299999999, 4.1533837, 4.1534233, 4.1528721, 4.1527143, 4.1524386, 4.1521235, 4.1518087, 4.1517301, 4.1512575, 4.1511393, 4.150785, 4.1505485, 4.1503911, 4.1501546000000005, 4.1499972000000005, 4.149682, 4.149446, 4.1492095, 4.1489339, 4.1489339, 4.148540000000001, 4.1484218, 4.1481462, 4.1479888, 4.1477919000000005, 4.1475949, 4.1473193, 4.147162000000001, 4.1468072, 4.1466103, 4.1464529, 4.146256, 4.1461377, 4.1459804, 4.1458621, 4.145626099999999, 4.1455078, 4.1452718, 4.145113899999999, 4.1447201, 4.1447992, 4.1444445, 4.1442475, 4.144129799999999, 4.1438932, 4.143775, 4.143696299999999, 4.143460299999999, 4.1432238, 4.1431842, 4.1428695, 4.142790799999999, 4.142633, 4.1425543, 4.1423573, 4.1421604, 4.1419635, 4.1420426, 4.1417665, 4.1416092]",2064.9601787634288
393,0.5,1,25,"[0.0, 27.43004258514742, 58.60714028187016, 87.51166540250387, 115.0179331108751, 141.93025432315403, 168.4886489222045, 196.66192330996705, 229.07995151007663, 267.1414970297592, 312.4298389702741, 359.36836449336545, 404.6624243535073, 446.09666364476595, 484.45324527261164, 520.2067053266973, 553.9212637166644, 585.4866925941659, 615.439231776931, 644.7242040536613, 672.7369428685565, 700.0787088907288, 727.4857737347646, 754.6151655443433, 781.301879535493, 808.9592782376225, 836.1079149611445, 863.250179617539, 890.5349147292019, 917.6001974699647, 945.3653968438347, 972.6577513054254, 1000.5113524875004, 1028.4045602345395, 1056.3318954346564, 1084.0757151891953, 1110.5446236162388, 1136.400847752238, 1161.7154485704486, 1186.0615701742013, 1209.4414075964305, 1232.5413755124127, 1254.7937360571277, 1276.7292961945786, 1298.223698638019, 1319.2092325907975, 1340.3881758118591, 1361.077636858477, 1382.12685900205, 1401.7063615951888]","[4.1872902000000005, 4.185320900000001, 4.1836672, 4.1825252, 4.1812253, 4.1800046, 4.1790204, 4.1780753, 4.1772480000000005, 4.1763029000000005, 4.1754365, 4.174767, 4.1739798, 4.1732707, 4.1726012, 4.1718135, 4.1713409, 4.170711, 4.1699233, 4.1694117, 4.16886, 4.1683087, 4.1677179, 4.167206299999999, 4.1666551, 4.1661825, 4.1656704, 4.1651192, 4.164804, 4.1642919, 4.1638589, 4.1635046, 4.1628742, 4.1624808, 4.1620083, 4.1618114, 4.1611419000000005, 4.1608663, 4.1603932, 4.1601968000000005, 4.1598029, 4.1592517, 4.1589756, 4.1587, 4.1583853, 4.1580305, 4.1576762, 4.1572037, 4.157046299999999, 4.1567311, 4.1563373, 4.1559043, 4.1556678, 4.1555104, 4.1551166, 4.154801399999999, 4.1545258, 4.1542501000000005, 4.153935, 4.1535807, 4.1533837, 4.1531081, 4.1527929, 4.1527929, 4.1523995000000005, 4.151927, 4.1518087, 4.1514935, 4.1513362, 4.151021, 4.150785, 4.1505089, 4.1502728, 4.1499972000000005, 4.149760700000001, 4.149524700000001, 4.1493278, 4.1490912, 4.1489735, 4.1486583, 4.1485009, 4.1484218, 4.148067500000001, 4.1478705, 4.1476736, 4.1474767, 4.1472797, 4.146965, 4.1468468000000005, 4.1465316, 4.1463742, 4.1462955, 4.1460986, 4.1459017, 4.1457047, 4.1453505, 4.1453505, 4.144917, 4.1450748, 4.1448383, 4.1445231, 4.1444445, 4.1442084, 4.1439328, 4.1439719, 4.1438932, 4.143539, 4.1433811, 4.143342, 4.1430268, 4.1429086, 4.1428299, 4.1427116, 4.1425152, 4.1423969, 4.1421213, 4.1420817, 4.1417665, 4.1418457]",2065.249143536513
394,0.5,1,25,"[0.0, 27.924560653489607, 59.049387913623036, 87.82935422619931, 115.49370172005439, 142.39585198627026, 168.9993407018219, 196.61402827900645, 228.9585240993768, 267.26312591177094, 312.66381854060654, 359.1529216921562, 404.1038468787129, 445.9558100752095, 484.6198956997885, 520.1652535650487, 553.6140562693533, 585.3233939756226, 615.5798414858443, 644.1644241648478, 672.2743277144993, 699.8144980834693, 727.1337184179981, 754.0793688521371, 780.8656381239107, 808.1560206871673, 835.5942705123146, 862.4348946597413, 889.6217601223866, 916.763426972271, 944.5696482687933, 971.6405062714671, 1000.0457083684685, 1027.4628692277322, 1055.7549325528462, 1083.3974484872906, 1109.8866454522251, 1135.8850891191912, 1161.06573597262, 1185.6193922081286, 1209.052917821167, 1232.0740771081905, 1254.3839386523987, 1276.3423062622064, 1297.7533044291092, 1318.781671063264, 1339.7013256976145, 1360.2840379758768, 1381.342900325865, 1401.6896129862475]","[4.1872902000000005, 4.1852422, 4.1839032, 4.182642899999999, 4.1813831, 4.1802411, 4.1792173, 4.1782718, 4.1774845, 4.1765394, 4.175673000000001, 4.175003500000001, 4.1741767, 4.1735072, 4.1728377, 4.1721287, 4.1714988, 4.1710262, 4.1703568, 4.1698446, 4.169136, 4.1687026, 4.1680331, 4.167442299999999, 4.1670094, 4.166536799999999, 4.1661034, 4.1656308, 4.1651583, 4.164685700000001, 4.1640558, 4.1638193, 4.163307700000001, 4.162835100000001, 4.1624808, 4.1620474000000005, 4.1617718, 4.1612992, 4.1610236, 4.1604328, 4.1599998, 4.159842, 4.1593695, 4.1590152, 4.1587, 4.1583061, 4.1581097, 4.1577549, 4.1572037, 4.157046299999999, 4.1567707, 4.1562982, 4.1560616, 4.155786, 4.1556287, 4.1550379, 4.154801399999999, 4.1545653, 4.1542897000000005, 4.153935, 4.153738, 4.1533446000000005, 4.1533446000000005, 4.1528721, 4.1525569, 4.1523204, 4.1522026, 4.1518478, 4.1516905, 4.1514544, 4.1511784, 4.1509027000000005, 4.1507058, 4.1504698, 4.1502333, 4.1500759, 4.1496429, 4.149288200000001, 4.1492491000000005, 4.1491308, 4.1487765, 4.148579600000001, 4.1484218, 4.1482644, 4.1479101, 4.1478705, 4.1474767, 4.1474376, 4.1472406, 4.1470828, 4.1467285, 4.1465316, 4.1464138, 4.1462955, 4.146256, 4.1457834, 4.1456652, 4.1454682, 4.1452718, 4.1450748, 4.1448779, 4.1447597, 4.1446023, 4.1442871, 4.1442084, 4.1439719, 4.143735899999999, 4.143696299999999, 4.1434207, 4.143460299999999, 4.1432633, 4.1431451, 4.1429482, 4.142790799999999, 4.1426725, 4.1423573, 4.1423969, 4.1422787, 4.1419635]",2064.773404730089
395,0.5,1,25,"[0.0, 30.371696245220562, 61.06784188369545, 89.91036734654818, 117.83656060383777, 144.50097679892212, 170.9860576720639, 199.20872876135041, 231.04041389844963, 269.00415824117977, 314.1104569318361, 361.1355034977047, 405.91320531175757, 447.55664713794386, 486.1104435534172, 522.0981209715272, 555.7518700358235, 587.0761410666903, 617.7822243830961, 646.5613163446737, 674.7370851423245, 702.3949624576867, 728.963531826401, 756.4544079722579, 783.2141915803587, 810.5161107066773, 837.6860941795716, 864.5499418264418, 892.0029376018528, 919.6810390099021, 946.9076115040444, 974.2358591077665, 1001.9589699448728, 1030.3867756419431, 1058.1481222087382, 1085.6257461367745, 1112.1107183785034, 1138.3045076655185, 1163.2757628638137, 1187.6147974102796, 1211.3586237062423, 1234.321118936633, 1256.4724834921394, 1278.2928775000992, 1299.748377574363, 1320.9978908981016, 1341.6185070338906, 1362.681843688796, 1383.4483148084837, 1401.6199632683656]","[4.1872110000000005, 4.1852818, 4.1837459, 4.1825252, 4.1812253, 4.1802411, 4.1792173, 4.1781931000000005, 4.1773267, 4.1764998, 4.175673000000001, 4.1748853, 4.1742158, 4.173428100000001, 4.1728377, 4.1720891, 4.1714592, 4.1708684, 4.1702781, 4.169569, 4.169056899999999, 4.1685057, 4.1679544, 4.167442299999999, 4.166852, 4.1664186, 4.1659069, 4.1654339, 4.1649222, 4.164607, 4.1640954, 4.1635046, 4.1630712, 4.1627169, 4.1624413, 4.161968700000001, 4.1614566, 4.1611023000000005, 4.1607871, 4.1603146, 4.1599998, 4.1596451, 4.1592121, 4.158896899999999, 4.1584244, 4.158148799999999, 4.1578336, 4.157479299999999, 4.1573219, 4.1568885, 4.1564555, 4.1563373, 4.1560221, 4.1556287, 4.1553922, 4.1549592, 4.154801399999999, 4.154644, 4.1543288, 4.1540532, 4.1536593, 4.1533837, 4.153226399999999, 4.1528721, 4.1527538, 4.15236, 4.152163, 4.1517692, 4.1516118, 4.1514149, 4.1512179, 4.1508241, 4.1507058, 4.1502333, 4.1501155, 4.1499972000000005, 4.1496034, 4.149485100000001, 4.1492491000000005, 4.1489735, 4.148855200000001, 4.148579600000001, 4.1482248, 4.148067500000001, 4.1479888, 4.1478705, 4.147634500000001, 4.1473589, 4.147162000000001, 4.147004099999999, 4.1467681, 4.1466894, 4.1463742, 4.1462955, 4.1459017, 4.145823, 4.1457047, 4.145429099999999, 4.1452718, 4.145113899999999, 4.1448383, 4.144680999999999, 4.1446023, 4.144365799999999, 4.1443262, 4.1440115, 4.1438932, 4.143775, 4.1436176, 4.1434994, 4.1433024, 4.1429877, 4.1429482, 4.142790799999999, 4.1427116, 4.1425543, 4.1423969, 4.1421604, 4.1420031]",2063.574616452096
396,0.5,1,25,"[0.0, 29.634789842854218, 60.245251767243815, 89.7399804338948, 117.26218654203399, 144.0965934634092, 170.90052633267823, 198.61172622376318, 231.00762705331385, 269.0841745397066, 314.39612819503236, 361.348710223289, 406.84616511211743, 448.35231112368933, 486.78992906378426, 522.428981414342, 555.8397259551537, 587.7871852039953, 617.9249929179487, 646.9957455066273, 674.8030117957102, 702.1036400211549, 729.1849250344907, 756.3031154520146, 783.0336102112454, 810.1852860852147, 836.7075637167878, 864.2604620968394, 890.9764952501215, 917.9293836576586, 945.3780446606412, 972.5801663458939, 1000.5623916804992, 1028.3198305868968, 1056.3845738296932, 1083.925443840972, 1110.5086512097287, 1136.5052003016367, 1161.7323463796697, 1185.862831210064, 1209.4249608411192, 1232.4342714881036, 1254.5965451365942, 1276.537899182717, 1298.0308609040353, 1319.2929129014228, 1340.1975794257214, 1360.9471710992666, 1381.971471433089, 1401.677854288127]","[4.1870146, 4.185084799999999, 4.1835885, 4.1821704, 4.1809497, 4.1798077000000005, 4.1789021, 4.1777992, 4.177012, 4.1761847, 4.175318700000001, 4.1746492, 4.1737432, 4.1729555, 4.1724043, 4.1716957, 4.1710653, 4.1704354, 4.1698055, 4.169056899999999, 4.1685843, 4.1680331, 4.167481899999999, 4.1670094, 4.1664186, 4.1658673, 4.1653948, 4.1650796, 4.1644497000000005, 4.164016200000001, 4.1636229, 4.1631894, 4.162638200000001, 4.1622047, 4.1618505, 4.161417500000001, 4.1609054, 4.1604328, 4.1601176, 4.1597633, 4.1594481, 4.1589756, 4.1587, 4.1583061, 4.1581097, 4.1577945, 4.1572037, 4.1569676, 4.1566129, 4.156376799999999, 4.1560221, 4.155786, 4.1552739, 4.1551166, 4.154801399999999, 4.1543684, 4.154211, 4.1538959, 4.1535807, 4.1533051, 4.1529112, 4.1527538, 4.1524782, 4.1520844, 4.152163, 4.1515722, 4.1514544, 4.151021, 4.1509423, 4.1507058, 4.1505089, 4.1500363, 4.149879, 4.1497216, 4.1497216, 4.1493669, 4.1491308, 4.148737000000001, 4.1486187, 4.148304, 4.1481462, 4.1478314, 4.147634500000001, 4.1475558, 4.1473589, 4.1472011, 4.146886299999999, 4.1466103, 4.1464529, 4.1462955, 4.1462169, 4.1459017, 4.1457443, 4.1454682, 4.145310899999999, 4.145113899999999, 4.1448779, 4.1447992, 4.144641399999999, 4.144483999999999, 4.144405399999999, 4.1439328, 4.1438146, 4.143696299999999, 4.1434994, 4.1434207, 4.1431451, 4.1429877, 4.1429877, 4.142790799999999, 4.1426725, 4.1423182, 4.1421604, 4.1420817, 4.1419244, 4.1416488, 4.1416488, 4.1415305, 4.1412549]",2061.357009717068
