Cycle,Charge_Current,Discharge_Current,Temperature,Capacity_Increment,Relaxation_Voltage,Discharge_Capacity
540,0.5,2,25,"[0.0, 27.664788778410838, 55.8280679528244, 85.28619627871004, 114.93648183701092, 143.66721854075067, 170.13662234582776, 196.0019014924308, 221.36437545776974, 247.2715986810584, 274.24286418216445, 305.2606431455346, 341.6329682012466, 381.7273297690332, 423.05173251392944, 461.9687712579015, 498.17296095160066, 532.1121375814666, 564.3149564933656, 594.9465773154778, 624.1888799757643, 652.1130808117691, 679.069152626491, 705.2937517802708, 731.3154121479474, 756.946788546938, 782.5466502913896, 807.6735871286686, 833.2464066699429, 859.1594166545774, 885.0662879098973, 911.6129823545893, 938.1143277595932, 964.9701597905157, 991.2524210251504, 1017.5095565315885, 1043.3359774467053, 1068.269368452924, 1092.526356287336, 1116.3904569398098, 1139.8477617513036, 1162.5009109742236, 1184.655682516264, 1206.3315135074272, 1227.628068225146, 1248.4907632384034, 1269.3597306900008, 1290.0064448943644, 1310.489931450353, 1328.5641952274577]","[4.1826081, 4.1805997, 4.178946, 4.1775675, 4.176465, 4.1752443, 4.174181, 4.1731176, 4.1720543, 4.1713061, 4.1704793, 4.1696129, 4.168746499999999, 4.1681161, 4.1673288, 4.166619799999999, 4.1658716, 4.1652808, 4.1648083, 4.1640997, 4.1634302000000005, 4.1626425000000005, 4.162248600000001, 4.161618700000001, 4.1609883000000005, 4.160673600000001, 4.1600432000000005, 4.1596103, 4.1590195, 4.1585865, 4.1579957, 4.157601799999999, 4.1570897, 4.1566172, 4.1561055, 4.1555538, 4.1552782, 4.1548452000000005, 4.154411799999999, 4.1541758, 4.1537032, 4.153388, 4.1528759, 4.1524034, 4.1519308, 4.1516948, 4.1512222, 4.1510253, 4.1507101, 4.1500802000000006, 4.1499224, 4.149529, 4.149332, 4.1489773, 4.1487017, 4.1480718, 4.1478353, 4.1475596, 4.1472054, 4.1468115, 4.1466146, 4.1464176, 4.145906, 4.1457481, 4.1452365, 4.1452365, 4.144684799999999, 4.1444883, 4.144251799999999, 4.143858, 4.143582299999999, 4.143425, 4.1431098, 4.1426373, 4.142519, 4.142283, 4.1420074, 4.1418104, 4.1415348, 4.1412587, 4.140944, 4.1407471, 4.140431899999999, 4.1402745, 4.1399593, 4.1397624, 4.1395655, 4.1392899, 4.1391325, 4.1387782, 4.1387782, 4.1385417, 4.1381874, 4.1379509, 4.1377935, 4.137635700000001, 4.137321, 4.1372423, 4.1370058, 4.136730200000001, 4.1363759, 4.136218100000001, 4.1361394, 4.1359425000000005, 4.1357455000000005, 4.135548600000001, 4.135391200000001, 4.1351943, 4.135115600000001, 4.1347613, 4.1345248, 4.134327900000001, 4.1340919000000005, 4.133934, 4.1337767, 4.1335797, 4.1335011, 4.1331468000000005, 4.1331072]",1948.325561446126
541,0.5,2,25,"[0.0, 25.18979872967705, 54.18915221988931, 83.97478025769294, 113.4711203474821, 142.1240320922513, 168.7380880752765, 194.06281210024162, 219.11503832231136, 244.01543670525461, 271.6030507717307, 302.49260160919636, 338.8101765824029, 379.6006940142815, 419.15461400779094, 457.9278294960939, 493.37055749450025, 527.3506258246744, 559.0438512671974, 589.1980094970031, 617.2476602483243, 644.8020384439828, 671.0602971166766, 697.311507559846, 722.3005044656582, 747.5161014060197, 772.8468851938094, 797.5988670348636, 822.9041177055356, 848.1327966688161, 874.4888217797568, 900.4039310088747, 926.8727178772913, 953.6306065999047, 979.5668208445302, 1005.1497164728535, 1030.258854668301, 1055.113634121102, 1079.3852061970515, 1102.915335297503, 1126.1644055175639, 1148.3108294627243, 1170.87840493906, 1192.6550554415398, 1214.0939030561515, 1235.2945856369122, 1256.397230891882, 1277.4173108582816, 1298.1992890655101, 1318.6436048842374]","[4.183120300000001, 4.1810722, 4.179536799999999, 4.1780009, 4.1768589, 4.1757169, 4.1748109, 4.1735902000000005, 4.1727633, 4.1718574, 4.1707549, 4.1700459, 4.1692581, 4.1683526, 4.1677227, 4.167171, 4.1664624, 4.1657534, 4.1650052, 4.1644931000000005, 4.1639028, 4.163193700000001, 4.1626425000000005, 4.1621304, 4.161618700000001, 4.1609492, 4.1604371, 4.1599646, 4.1592555, 4.1589799, 4.158507299999999, 4.157916999999999, 4.1574445, 4.1570897, 4.1566567, 4.1561446, 4.1558294, 4.1552391, 4.154766599999999, 4.1543727, 4.1540575, 4.153506299999999, 4.153152, 4.1529551, 4.1524825, 4.1521277, 4.1516948, 4.1514192, 4.1509466, 4.1504741, 4.1504345, 4.1498046, 4.149371100000001, 4.1491742, 4.1488595, 4.1485443, 4.1481113, 4.147993100000001, 4.1473627, 4.1471658, 4.1468115, 4.1466541, 4.1462603, 4.1458268, 4.1456304, 4.1452365, 4.1450787, 4.1446061, 4.1444883, 4.144251799999999, 4.143818899999999, 4.143661, 4.1433854, 4.1431494, 4.1427946, 4.1427159, 4.1422043, 4.1421647, 4.1417708, 4.1416526, 4.1412983, 4.1410623, 4.1410227, 4.1407075, 4.1403136, 4.1399989, 4.1398411, 4.139605, 4.1392899, 4.1391325, 4.1390142, 4.1387782, 4.13866, 4.1381087, 4.1380692, 4.1378722, 4.137635700000001, 4.1373997000000005, 4.1372814, 4.1370845, 4.1369271, 4.1366119, 4.1364546, 4.1361394, 4.136179, 4.135982, 4.1357455000000005, 4.135627700000001, 4.1353517, 4.1352339, 4.1348791, 4.1347613, 4.1345644, 4.1344461, 4.1342096, 4.1339736, 4.1338949000000005, 4.133698000000001, 4.1335011]",1949.005849564615
542,0.5,2,25,"[0.0, 27.201942716678303, 55.43789082134845, 84.60424072278278, 113.89542254660273, 142.3595458577023, 169.34763476434324, 195.03610793029418, 220.8552113452027, 246.83061892061346, 274.40233257944277, 305.7252007921281, 342.48482621659974, 383.9742373759512, 424.9705152184719, 464.1687692193197, 500.5061313008451, 534.4024840620223, 566.3121566523034, 597.166602209232, 626.0128793617928, 653.7196561228056, 680.6126182442772, 707.1639514683689, 732.705753831098, 758.2006629022908, 783.5424357323011, 808.872768735268, 834.2034907717743, 859.5812835952534, 885.3700022295509, 910.8887420568753, 936.9164137426842, 962.6487633625686, 988.782328836347, 1014.1089043998606, 1039.3496861778392, 1063.8838755337383, 1088.0174364325026, 1111.7234133012282, 1134.5996139826032, 1156.9397253578243, 1179.4303392450474, 1201.1821546099711, 1222.8537123838053, 1244.2550491899528, 1265.5336684897893, 1286.5054460756514, 1307.639684663866, 1325.8639574478486]","[4.1828051, 4.1805997, 4.1788278, 4.1774101, 4.1763468, 4.1751652, 4.1742597, 4.1731572, 4.1721330000000005, 4.1713061, 4.1704397, 4.1694551, 4.1685495, 4.1679587, 4.1673679, 4.1665411, 4.1657534, 4.1651626, 4.1644931000000005, 4.1639419, 4.1633906000000005, 4.1626425000000005, 4.1620517, 4.1614609, 4.160831, 4.160358400000001, 4.1598463, 4.1594133, 4.1587439, 4.15835, 4.1577988, 4.1574836, 4.1569715, 4.1564598, 4.1560659, 4.1553178, 4.155081299999999, 4.154726999999999, 4.1542149, 4.1536636, 4.153506299999999, 4.1530728, 4.1524429, 4.152246, 4.1518521, 4.1514978, 4.1511436, 4.1507497, 4.150316200000001, 4.1499224, 4.1496468, 4.1492534, 4.148741200000001, 4.1485443, 4.1481113, 4.1478353, 4.1475992, 4.1472054, 4.146772400000001, 4.1465755, 4.1462998, 4.145984599999999, 4.1456695, 4.1453938, 4.1450396000000005, 4.1447244, 4.1444092, 4.1441336, 4.144015799999999, 4.143582299999999, 4.1432672, 4.1432281, 4.1429129, 4.1424799, 4.1423221, 4.142046499999999, 4.1416526, 4.1414557, 4.14118, 4.1409044, 4.1407075, 4.1401958, 4.1401958, 4.1398411, 4.1396441, 4.1392899, 4.1390929, 4.1389747, 4.1386204, 4.1385417, 4.1381874, 4.1379509, 4.137635700000001, 4.1374784, 4.1372814, 4.1370845, 4.1369271, 4.1366515, 4.136415, 4.136218100000001, 4.1361394, 4.1359425000000005, 4.1356668, 4.135391200000001, 4.135076000000001, 4.1348400000000005, 4.1348004000000005, 4.134603500000001, 4.1344857, 4.1342492, 4.134131, 4.133698000000001, 4.1335011, 4.1332645, 4.1331859, 4.1330676, 4.1329889, 4.1327529, 4.1324773]",1946.048857649468
543,0.5,2,25,"[0.0, 26.474807573978893, 54.881130656030194, 83.83432418440881, 113.03486061869043, 140.98523195953922, 167.62793667935674, 192.718261352797, 218.03493883151512, 243.28532938850455, 270.09401528198566, 300.79955711562377, 336.31835743603585, 376.5479498298546, 417.3415051279296, 455.6803460029547, 491.93210608960953, 525.5347611624093, 556.9693493055476, 587.4403212481952, 616.5271626643813, 644.2844216694696, 671.0778019599361, 697.1355890493753, 722.6908062395738, 748.1795407335491, 773.374844926116, 798.3049957667863, 823.6988255601381, 849.1952628161092, 875.0627991313005, 901.0546932021881, 927.3625114897994, 953.6853051674369, 979.6519224070063, 1005.6145034910984, 1031.365622898938, 1056.171661977664, 1080.2713778500326, 1104.2243601737248, 1127.192516690614, 1149.760633593454, 1172.0480455509614, 1193.793384816451, 1215.3445383652854, 1236.4653636306914, 1257.6664691827978, 1278.7982670312626, 1299.865747774823, 1318.9280439822726]","[4.1829233, 4.1807575, 4.1793399, 4.1778431000000005, 4.176662, 4.1754017, 4.1743383000000005, 4.1733932000000005, 4.1722512, 4.1715422, 4.1707153, 4.169651999999999, 4.168982499999999, 4.168076999999999, 4.1673679, 4.1666594, 4.1661081, 4.1652021, 4.1646509, 4.1641784, 4.1634693, 4.1629968, 4.162209, 4.161815600000001, 4.1612639, 4.160673600000001, 4.1600432000000005, 4.159570700000001, 4.1590195, 4.158665200000001, 4.1580744, 4.157601799999999, 4.1571684, 4.1566958, 4.1561055, 4.1557903, 4.155436, 4.154726999999999, 4.1545696, 4.1540575, 4.1534667, 4.1531911, 4.1526003, 4.1524429, 4.15201, 4.1515765, 4.1511436, 4.1509466, 4.150513200000001, 4.1500406000000005, 4.149765, 4.149410700000001, 4.1490955000000005, 4.1487803, 4.148465600000001, 4.148268700000001, 4.147677900000001, 4.1474419000000005, 4.147048000000001, 4.1468115, 4.1463785, 4.1461816, 4.1458664, 4.1455512, 4.1453543, 4.1450787, 4.1449213, 4.1446061, 4.1441731, 4.143858, 4.1434641, 4.1432281, 4.1431098, 4.1427555, 4.1426373, 4.1422434, 4.1419678, 4.1416922, 4.1416526, 4.1412587, 4.1410227, 4.1406684, 4.1406684, 4.1403928, 4.140038, 4.1397624, 4.1395655, 4.1392899, 4.1392508, 4.138896, 4.1387386, 4.1385417, 4.1382661, 4.1379905, 4.1378722, 4.1375966, 4.137557, 4.137321, 4.1370058, 4.136730200000001, 4.136730200000001, 4.1364546, 4.1361003, 4.135982, 4.1359034, 4.1356668, 4.1354308, 4.135155200000001, 4.1349583, 4.1347613, 4.134918700000001, 4.1344857, 4.1342492, 4.134367500000001, 4.133934, 4.1336584, 4.1335797, 4.133422400000001, 4.1333828]",1946.6873113633897
544,0.5,2,25,"[0.0, 28.414117198345792, 56.99714125556352, 87.06734483805582, 116.91293312035447, 145.61424686177264, 172.007028498139, 197.66899622338178, 223.2303894642917, 249.22487514439882, 276.7349480119062, 308.16332068586104, 345.25730260641313, 385.7075952235468, 427.16622082358396, 465.6482093546006, 502.5168952720896, 535.7479200276225, 566.8588652945712, 596.4399519284798, 624.6886238645625, 651.6878254844487, 677.6726825047524, 703.1587509860694, 728.8341971321138, 753.6081037787837, 778.7005364622328, 803.4635072193628, 828.8289349960762, 854.5285853551682, 880.1765060304438, 906.5722449446041, 933.2064866391413, 959.9711069562782, 986.3383136742455, 1012.393185377447, 1038.2257199279863, 1063.5536557398166, 1087.3452176274268, 1111.346084189312, 1134.2803455612566, 1157.0704912085037, 1179.1705717386217, 1201.0417675204, 1222.5325043400267, 1244.1010763344534, 1264.890292087218, 1285.907224505525, 1306.9214356159173, 1325.6670406178782]","[4.1824903, 4.180481899999999, 4.1787095, 4.1774101, 4.1760712, 4.1749291, 4.1739841, 4.1729603, 4.1718969, 4.1709909, 4.1702428, 4.1691794, 4.1685495, 4.167761799999999, 4.167092299999999, 4.166422799999999, 4.1655564, 4.1649265, 4.1641784, 4.1635876000000005, 4.1629968, 4.1624455000000005, 4.1617761, 4.161303500000001, 4.1607127, 4.1601615, 4.1598463, 4.159059, 4.1585865, 4.1578379, 4.1575232, 4.157129299999999, 4.1565385, 4.1561446, 4.1557508, 4.155436, 4.154726999999999, 4.154411799999999, 4.1540179, 4.1535454, 4.1529155, 4.1525216, 4.1523643, 4.151813, 4.1513009, 4.151104, 4.150671, 4.1503954, 4.1498833, 4.1494894, 4.1492534, 4.1488595, 4.1485047, 4.1481900000000005, 4.147953500000001, 4.1473627, 4.1470871, 4.1467328000000006, 4.1464176, 4.1461816, 4.145906, 4.1455512, 4.145196899999999, 4.145, 4.1446061, 4.144251799999999, 4.143818899999999, 4.1435037, 4.1433067, 4.1430702, 4.1427946, 4.1424403, 4.1422043, 4.1419678, 4.1416526, 4.1413379, 4.14118, 4.1407075, 4.1405892, 4.140431899999999, 4.1401958, 4.1398807, 4.1396441, 4.1394081, 4.1391716, 4.138896, 4.1386991, 4.1385417, 4.1381874, 4.1379118, 4.1375966, 4.137635700000001, 4.1372423, 4.1371241, 4.1367698, 4.1365728, 4.1363363, 4.1361394, 4.135824700000001, 4.1357064, 4.135548600000001, 4.1353517, 4.135115600000001, 4.1348791, 4.134682700000001, 4.1344066, 4.1342888, 4.134013200000001, 4.1339736, 4.133698000000001, 4.1334615, 4.1333437, 4.1331468000000005, 4.1329103, 4.132792, 4.1325951000000005, 4.132358999999999, 4.1321621, 4.1321621]",1945.001570041503
545,0.5,2,25,"[0.0, 24.603923779668463, 52.88142449711634, 82.18927448348839, 111.48173482923622, 139.57888195754535, 166.31087401238798, 191.65233688993433, 216.75923354613647, 242.00703654148626, 268.95536919772826, 299.0402880399545, 334.32770573389087, 373.9914554077251, 415.0474010127124, 453.81409517768327, 490.04613015763096, 523.8347551946557, 556.1727627603545, 586.2291267159051, 615.0638644064651, 642.8286813503271, 669.8478793305417, 696.0485418398267, 721.6007199865116, 747.0126000007446, 772.0522797193639, 797.0724155891999, 822.3127384112366, 847.9995791942978, 873.5938727767956, 899.7930474459937, 926.3759037133269, 952.2653662909723, 978.875691511268, 1004.6400973133271, 1029.9882375384743, 1054.7035346329826, 1078.999735483523, 1102.454261897227, 1125.7553334060037, 1148.2253565200217, 1170.411243774666, 1192.265544977023, 1214.0826617869604, 1235.7501747033243, 1257.2346087882447, 1278.364982001526, 1299.993770106445, 1318.3025417060005]","[4.1829233, 4.1808362, 4.1791034, 4.1776857000000005, 4.1765041, 4.175323000000001, 4.1742597, 4.173353700000001, 4.1723299, 4.1714244, 4.170558, 4.1697702, 4.1688647, 4.168076999999999, 4.1673288, 4.1666594, 4.1659899, 4.1653595, 4.16469, 4.1640997, 4.1635089, 4.1628394, 4.162288200000001, 4.1616974, 4.1611066, 4.1605945, 4.1600828000000005, 4.159492, 4.1591377, 4.1585469, 4.1581926, 4.1575623, 4.1572475, 4.1566567, 4.1562233, 4.155633, 4.1552391, 4.1550422, 4.154451399999999, 4.1538606, 4.1536636, 4.1531911, 4.1531124, 4.1522856, 4.15201, 4.1516552, 4.1513009, 4.1508284, 4.150513200000001, 4.1502376000000005, 4.1500015, 4.149410700000001, 4.1491742, 4.148741200000001, 4.1485443, 4.1481900000000005, 4.1478353, 4.1475596, 4.1473236, 4.1469297, 4.1463785, 4.146220700000001, 4.145984599999999, 4.1457481, 4.1454334, 4.1452365, 4.1449213, 4.144567, 4.1441731, 4.1440549, 4.1437006, 4.1433854, 4.1431885, 4.1430702, 4.1428342, 4.142519, 4.1422434, 4.141731299999999, 4.1416526, 4.1415348, 4.1412983, 4.1408653, 4.1406684, 4.1405106, 4.1401958, 4.1399989, 4.1397624, 4.1396441, 4.1392899, 4.1390929, 4.1389747, 4.13866, 4.1384234, 4.1382265, 4.1379905, 4.1378722, 4.1374784, 4.1374393, 4.137163200000001, 4.1369667, 4.1368876000000006, 4.1366906000000006, 4.136415, 4.1361003, 4.136021100000001, 4.135824700000001, 4.1356668, 4.135391200000001, 4.1351943, 4.134918700000001, 4.1348400000000005, 4.1345644, 4.1345644, 4.134367500000001, 4.134131, 4.1338553, 4.1337767, 4.1335406, 4.1334615]",1946.316668897027
546,0.5,2,25,"[0.0, 28.50520210472422, 57.79094437556188, 87.5969961214065, 117.39109906050231, 145.68935509643774, 172.2493257065433, 197.52870756398596, 222.16712938494595, 247.40858297091592, 274.3544093740309, 304.5753875542018, 339.8730924802437, 378.9624593329206, 418.7058129599384, 457.5023884075873, 493.6743825337054, 527.7739007116163, 559.5121120059873, 589.6738251274071, 618.6040184670746, 646.3958044726581, 673.1625513037764, 699.5115141775348, 725.2898111614489, 750.7872745748289, 776.0245388404807, 801.0287293248756, 826.2895647490747, 852.116776824185, 877.6085761968699, 903.0895916463174, 929.1231060672357, 955.0867367050004, 980.5788456384499, 1006.0714441502786, 1031.1039024884512, 1055.7965205339083, 1079.7159809127747, 1103.1920741934014, 1126.271380263082, 1148.6142548628736, 1171.1512596454922, 1192.918755779925, 1214.2345815289277, 1235.645538764788, 1256.5161863368758, 1277.5361051992259, 1298.6590207355257, 1318.2176863140876]","[4.1826081, 4.180639299999999, 4.1787491, 4.1774492, 4.1761894, 4.1750474, 4.1738658, 4.1729994, 4.172015200000001, 4.1711092, 4.1701641, 4.1695342, 4.1685886, 4.167761799999999, 4.1670136, 4.1662259, 4.1655564, 4.1648479, 4.1642175, 4.1635089, 4.1630363, 4.162406, 4.161815600000001, 4.1611066, 4.160634, 4.1600432000000005, 4.1596103, 4.1589799, 4.1585469, 4.1579561, 4.1574049, 4.1571684, 4.1564598, 4.1560659, 4.155633, 4.155081299999999, 4.1546087, 4.1540971, 4.153742299999999, 4.1533093, 4.1529942, 4.1523643, 4.1520886, 4.1516552, 4.1512222, 4.1508679, 4.1504741, 4.1501985, 4.1496863, 4.1492925000000005, 4.1490169, 4.1487017, 4.1483474000000005, 4.1478748, 4.147677900000001, 4.1472054, 4.1470084, 4.1464963, 4.1463785, 4.1459451000000005, 4.1456304, 4.145196899999999, 4.1450787, 4.1446061, 4.1444883, 4.1440549, 4.143818899999999, 4.1433854, 4.1431098, 4.1429524, 4.142676799999999, 4.1422043, 4.1420074, 4.1420074, 4.1416922, 4.1413379, 4.1410227, 4.1407075, 4.1405106, 4.1401958, 4.1400776, 4.1398411, 4.139526399999999, 4.1392508, 4.1392112, 4.1389747, 4.138581299999999, 4.1384234, 4.1383448, 4.1379509, 4.1377149, 4.137557, 4.1372423, 4.1371241, 4.1369667, 4.1365728, 4.1365333, 4.1363363, 4.135982, 4.1357064, 4.1357455000000005, 4.1353517, 4.135076000000001, 4.135076000000001, 4.134643100000001, 4.1345248, 4.1344066, 4.1342888, 4.134131, 4.1338162, 4.1336584, 4.1333828, 4.1331859, 4.1332254, 4.1329498, 4.1327133, 4.1324377, 4.1323981, 4.1321621]",1943.260109873861
547,0.5,2,25,"[0.0, 26.901826423977468, 55.386483859209676, 84.10171995444657, 113.91056322373149, 142.52092189608956, 169.5716686245851, 195.08944064584503, 220.25811259115815, 245.92245502032065, 272.42728354038, 302.8836061737187, 337.03610939847067, 376.8170642206703, 417.94991223436784, 456.7665019948096, 493.03801701739417, 527.1908973299547, 559.0548463845903, 589.0626964615684, 618.5700531123206, 646.5833584731212, 673.297621998956, 699.597680794274, 725.4011773450335, 750.4348118853062, 775.9804415780325, 800.8151458944202, 826.140275422814, 851.9309875231318, 877.7550775581781, 903.9965962682136, 931.3762543701421, 957.8028761938294, 984.4961212972787, 1011.1607866389129, 1037.0421109980011, 1062.1137642545352, 1086.716618562942, 1111.048756168498, 1134.041745368265, 1156.92465143732, 1178.9343064471404, 1200.6746853910738, 1222.6163379296033, 1243.9201995193869, 1265.4422423940273, 1286.535446313365, 1307.8209997230524, 1325.6290143693725]","[4.1826477, 4.1805606, 4.1790638, 4.1776071, 4.176228500000001, 4.1752048, 4.1741023, 4.1731963, 4.171975600000001, 4.1712275000000005, 4.1705971, 4.1694551, 4.1686678, 4.1679983, 4.1673679, 4.1665807, 4.1659112, 4.1652021, 4.1646113, 4.1640205, 4.1634302000000005, 4.1628394, 4.162209, 4.161618700000001, 4.1609492, 4.1603975, 4.1598859, 4.1594524, 4.1590981, 4.1584287, 4.1577988, 4.1574049, 4.1569715, 4.1564989, 4.1559477, 4.155633, 4.1551208, 4.154726999999999, 4.1543727, 4.1538606, 4.153506299999999, 4.1532698, 4.1526399, 4.1521673, 4.1518521, 4.1514583, 4.1510253, 4.1507497, 4.1504741, 4.1501193, 4.1496863, 4.149332, 4.1489773, 4.1487017, 4.1483474000000005, 4.1480322, 4.147677900000001, 4.1473236, 4.1470084, 4.1468511, 4.1464963, 4.1460633, 4.1458664, 4.1454334, 4.145196899999999, 4.1449609, 4.1446061, 4.1444488, 4.1440945, 4.143779299999999, 4.143346299999999, 4.1432281, 4.1428733, 4.1427555, 4.142519, 4.1421251, 4.1418104, 4.1414952000000005, 4.141376999999999, 4.1411409, 4.1409044, 4.1406288, 4.1403928, 4.1402349, 4.1398807, 4.1397624, 4.1394081, 4.1393685, 4.1389747, 4.1387386, 4.1385417, 4.1382265, 4.1380296, 4.1379509, 4.1378326, 4.137557, 4.1372027000000005, 4.1369667, 4.136730200000001, 4.1364546, 4.136218100000001, 4.1363363, 4.136060700000001, 4.1357851000000005, 4.135627700000001, 4.1354308, 4.135076000000001, 4.1349583, 4.1348400000000005, 4.1348400000000005, 4.1344857, 4.1342096, 4.1342096, 4.1338949000000005, 4.133698000000001, 4.1335797, 4.133422400000001, 4.1331859, 4.1331468000000005]",1943.853887116698
548,0.5,2,25,"[0.0, 28.182167469996244, 56.61090837808635, 86.17673800388857, 115.999898994652, 144.38508142545456, 170.9273502877824, 196.76159092782555, 222.16256622669883, 247.85313568702364, 275.2493032206613, 305.73417100854, 341.5569619830068, 381.8221456075522, 422.673328116024, 461.0540371084162, 496.88999793581, 530.6090916686293, 562.1035457842663, 591.6468210602077, 620.008450918035, 647.5264806997117, 674.1523646056108, 700.2732522300778, 725.3740370264597, 750.4173574506978, 775.170179358619, 800.1942964437561, 824.8896817584696, 850.6928234288428, 876.1238498960429, 901.4671439380877, 927.7843350366793, 954.080813476455, 980.1342540784017, 1005.9827631293094, 1031.3297235751168, 1056.106239446946, 1080.421111156893, 1103.8598525434518, 1126.8189598081667, 1149.265668134655, 1171.659685102422, 1193.1333522876873, 1214.8353027075752, 1235.8797124035032, 1256.9447315537332, 1278.0138499856064, 1299.064003964598, 1319.1962118273232]","[4.1829233, 4.180875299999999, 4.1792607, 4.177804, 4.176662, 4.1753621, 4.1743779000000005, 4.173353700000001, 4.172408600000001, 4.1713848, 4.1704793, 4.1698885, 4.169022099999999, 4.1681952, 4.1675649, 4.1668167, 4.166029, 4.1653204, 4.1648083, 4.1640997, 4.1634693, 4.1627998, 4.1624455000000005, 4.161815600000001, 4.1611462, 4.1605945, 4.1599646, 4.1596494, 4.1590195, 4.158507299999999, 4.1580348, 4.1574836, 4.1570506, 4.1567354, 4.156341599999999, 4.1557903, 4.155356899999999, 4.1548843, 4.1544909, 4.1540971, 4.1535454, 4.1533489, 4.1527185, 4.1525216, 4.1520886, 4.1517735, 4.1513405, 4.150907, 4.150671, 4.1501589, 4.149843700000001, 4.149371100000001, 4.1490955000000005, 4.1488199, 4.148662600000001, 4.1483474000000005, 4.147953500000001, 4.1475596, 4.1473236, 4.147048000000001, 4.1466541, 4.1463785, 4.1460238, 4.1456304, 4.1453938, 4.1451182, 4.1446457, 4.1446457, 4.1441336, 4.1438975, 4.143661, 4.143425, 4.1432672, 4.1429524, 4.1424799, 4.1423616, 4.142046499999999, 4.141731299999999, 4.1414557, 4.14118, 4.1411409, 4.1406684, 4.1403532, 4.1402349, 4.140038, 4.1396837, 4.139486799999999, 4.1393685, 4.1392112, 4.1388569, 4.13866, 4.138463, 4.1381478, 4.1379905, 4.137557, 4.1375179, 4.1373997000000005, 4.1371241, 4.1369271, 4.1366515, 4.1366515, 4.1362576, 4.136179, 4.1358638, 4.1356668, 4.1355095, 4.1351943, 4.135115600000001, 4.1350369, 4.134682700000001, 4.1348004000000005, 4.1345644, 4.1342096, 4.134013200000001, 4.133934, 4.1335797, 4.1335011, 4.1332254, 4.1330676]",1943.670749725749
549,0.5,2,25,"[0.0, 26.118560247003643, 54.50151625267418, 83.42429773373564, 112.67173670272413, 141.57510944057853, 168.29556593054852, 193.81847694910206, 219.3701520733749, 244.9470856327346, 271.39798332763837, 301.73119036050844, 336.3037565131956, 375.6217974677089, 417.18897067660794, 456.62539389559436, 494.27278348990785, 528.7137008313299, 560.9973896090969, 592.0362436019806, 621.0884390466202, 649.5350796006996, 676.6681605393984, 702.7821149512259, 728.6337023177547, 753.9755796314707, 778.88989578107, 804.3380016406633, 829.8698223555567, 855.1889619111192, 881.3317580659376, 907.8418620634692, 934.2393863336787, 960.453968293716, 987.431451658637, 1012.6807957776069, 1038.854242623292, 1063.884524747126, 1088.012281643211, 1111.5294582154002, 1133.9975924683113, 1156.335570839557, 1177.9997033914392, 1199.4754041750148, 1220.3150532851578, 1241.3739318485502, 1261.79024987836, 1282.5654705507634, 1303.3484946807146, 1322.5982845121252]","[4.1827264, 4.180521, 4.1788278, 4.1775284, 4.1763468, 4.1751261, 4.1740627, 4.1731176, 4.1720939, 4.1712275000000005, 4.1704397, 4.169651999999999, 4.168746499999999, 4.1679196, 4.167171, 4.1665015, 4.1657534, 4.1652417, 4.1646509, 4.1639028, 4.163193700000001, 4.1628394, 4.161933400000001, 4.161618700000001, 4.160831, 4.160358400000001, 4.1600828000000005, 4.1593738, 4.1588621, 4.1583896000000005, 4.1577988, 4.1573653, 4.1569324, 4.1563811, 4.1559477, 4.1555147, 4.1552391, 4.154687399999999, 4.1542544, 4.153821499999999, 4.153585, 4.1532307, 4.1527185, 4.1523247, 4.1518521, 4.1515765, 4.151104, 4.1507101, 4.1503558, 4.1500015, 4.1496468, 4.1492925000000005, 4.1489773, 4.1487017, 4.1483474000000005, 4.1477566, 4.1475596, 4.1473236, 4.1468115, 4.1465755, 4.1463389, 4.146142, 4.1457481, 4.1455121, 4.145196899999999, 4.144763899999999, 4.1444488, 4.1440945, 4.1439762, 4.143779299999999, 4.1432281, 4.1431098, 4.1430702, 4.1425586, 4.1421647, 4.1420074, 4.1418495, 4.1416135, 4.1412983, 4.1410623, 4.1406684, 4.140471499999999, 4.1401958, 4.1402349, 4.1396837, 4.139526399999999, 4.1394081, 4.1392112, 4.1389747, 4.13866, 4.1383843, 4.1381478, 4.1378326, 4.137635700000001, 4.137557, 4.1373601, 4.1370454, 4.1369667, 4.1366906000000006, 4.1365333, 4.1363363, 4.136021100000001, 4.135824700000001, 4.135548600000001, 4.135273000000001, 4.1352339, 4.135115600000001, 4.134918700000001, 4.1347218, 4.134603500000001, 4.1344066, 4.1341705, 4.1337371, 4.1335797, 4.1336584, 4.133422400000001, 4.1330676, 4.1330285, 4.132792]",1940.923982691243
